id	file_name	title	composer	musicbrainz_id	musicbrainz_composer	musicbrainz_lyricist	musicbrainz_type	wikidata_id	wikidata_description	wikidata_allmusic	wiki_link
1307	dataset/jazz1350/Yes And No.xml	Yes And No	Wayne Shorter		[]	[]					
1308	dataset/jazz1350/Yesterday's Gardenias.xml	Yesterday's Gardenias	Robertson Mysels	ad72024e-1969-3669-a890-dba28ffbb42b	['Dick Robertson', 'Nelson Cogane', 'Sammy Mysels']	[]	Song				
1309	dataset/jazz1350/Yesterdays.xml	Yesterdays	Jerome Kern	03afac4f-e4f2-3a29-a2e7-745cebcccee3	['Jerome Kern']	['Otto Harbach']	Song	Q1509880	"original show tune composed by Jerome Kern, lyrics by Otto Harbach; from the 1933 musical ""Roberta"""	mc0002372216	https://en.wikipedia.org/wiki/Yesterdays_(1933_song)
1310	dataset/jazz1350/You And The Night And The Music.xml	You And The Night And The Music	Arthur Schwartz	2a0e97bc-56d4-3685-bc70-0daab985619d	['Arthur Schwartz']	['Howard Dietz']	Song	Q3375534	"original show tune composed by Arthur Schwartz, lyrics by Howard Dietz; from the 1934 musical ""Revenge with Music"""	mc0001964190	https://en.wikipedia.org/wiki/You_and_the_Night_and_the_Music
1311	dataset/jazz1350/You Are Too Beautiful.xml	You Are Too Beautiful	Richard Rodgers	78abba85-f119-362e-976e-a8a2fdd5b6ef	['Richard Rodgers']	['Lorenz Hart']	Song				
1312	dataset/jazz1350/You Better Go Now.xml	You Better Go Now	Reichner-Graham	71b58ebe-7233-4047-9e84-6ebb687ffb1b	['Bickley Reichner', 'Irvin Graham']	[]	Song				
1313	dataset/jazz1350/You Better Leave it Alone.xml	You Better Leave it Alone	Clifford Jordan		[]	[]					
1314	dataset/jazz1350/You Brought A New Kind Of Love.xml	You Brought A New Kind Of Love	Fain-Kaval-Norman	0340c2b3-25ff-3e2c-a282-81ee7be94b67	['Pierre Norman Connor', 'Sammy Fain']	['Irving Kahal']	Song	Q8056982	"originaal song composed by Sammy Fain and Pierre Norman, lyrics by Irving Kahal; from the 1930 film ""The Big Pond"""	mc0002395313	https://en.wikipedia.org/wiki/You_Brought_a_New_Kind_of_Love_to_Me
1315	dataset/jazz1350/You Can Depend On Me.xml	You Can Depend On Me	Carpenter-Dunlap-Hines	5f9fd6df-7c86-3324-9d92-3b9041971bbf	['Charles Carpenter', 'Earl Hines', 'Louis Dunlap']	[]					
1316	dataset/jazz1350/You Do Something To Me.xml	You Do Something To Me	Cole Porter	a1144bd7-232b-3a36-875e-e04e695e70ba	['Cole Porter']	['Cole Porter']	Song	Q3374281	"original show tune written and composed by Cole Porter; from the 1929 musical ""Fifty Million Frenchmen"""	mc0002419852	https://en.wikipedia.org/wiki/You_Do_Something_to_Me_(Cole_Porter_song)
1317	dataset/jazz1350/You Don't Know What Love Is.xml	You Don't Know What Love Is	Raye-DePaul	1e4f4f3d-6bfe-3a99-9c46-d2eb1c83e09c	['Don Raye', 'Gene de Paul']	['Don Raye']	Song	Q8057196	song performed by Eva Cassidy		https://en.wikipedia.org/wiki/You_Don%27t_Know_What_Love_Is
1318	dataset/jazz1350/You Go To My Head.xml	You Go To My Head	Fred Coots	72715cfb-1ade-30ed-951f-14cea4bc6292	['J. Fred Coots']	['Haven Gillespie']	Song	Q753614	original song composed by J. Fred Coots with lyrics by Haven Gillespie	mc0002444633	https://en.wikipedia.org/wiki/You_Go_to_My_Head
1319	dataset/jazz1350/You Keep Coming Back Like A Song.xml	You Keep Coming Back Like A Song	Irving Berlin	ad6ebd3f-b8b9-34a8-96a2-83420e66b96a	['Irving Berlin']	['Irving Berlin']	Song	Q8057305	1946 song with lyrics by Irving Berlin performed by Bing Crosby		https://en.wikipedia.org/wiki/You_Keep_Coming_Back_Like_a_Song
1320	dataset/jazz1350/You Made Me Love You.xml	You Made Me Love You	James Monaco	b2d318da-7857-4ebc-b007-888b7bae55d5	['James V. Monaco']	['Joseph McCarthy']	Song				
1321	dataset/jazz1350/You Make Me Feel So Young.xml	You Make Me Feel So Young	Josef Myrow	2df59f35-a8fe-4a83-9520-2020fce61bf1	['Josef Myrow']	['Mack Gordon']	Song	Q3572757	"original song composed by Josef Myrow, lyrics by Mack Gordon; from the 1946 film ""Three Little Girls in Blue"""	mc0002422573	https://en.wikipedia.org/wiki/You_Make_Me_Feel_So_Young
1322	dataset/jazz1350/You Must Believe In Spring.xml	You Must Believe In Spring	Michel Legrand	c012c02d-a085-3da4-962c-a7e4268ab75c	['Michel Legrand']	['Alan Bergman', 'Marilyn Bergman']	Song				
1323	dataset/jazz1350/You Stepped Out Of A Dream.xml	You Stepped Out Of A Dream	Nacio-Herb-Brown	67166767-6b81-3118-8d0e-5d5a04578306	['Nacio Herb Brown']	['Gus Kahn']	Song	Q8057525	song performed by Nat King Cole		https://en.wikipedia.org/wiki/You_Stepped_Out_of_a_Dream
1324	dataset/jazz1350/You Took Advantage Of Me.xml	You Took Advantage Of Me	Richard Rodgers	79c6b658-4d6f-3f3e-846e-ed8de63e4061	['Richard Rodgers']	['Lorenz Hart']	Song	Q8057555	"original show tune by Rodgers and Hart; from the 1928 musical ""Present Arms"""	mc0002473778	https://en.wikipedia.org/wiki/You_Took_Advantage_of_Me
1325	dataset/jazz1350/You Turned The Tables on Me.xml	You Turned The Tables on Me	Louis Alter	3761b492-7b95-48e4-8de4-91ca4e9554bc	['Louis Alter']	['Sidney Mitchell']	Song	Q8057563	"original song composed by Louis Alter, lyrics by Sidney D. Mitchell; from the 1936 movie ""Sing, Baby, Sing"""		
1326	dataset/jazz1350/You Won't Forget Me.xml	You Won't Forget Me	Goell-Spielman	2d08bd6a-c59d-4460-87ac-73508fe2f945	['Fred Spielman', 'Kermit Goell']	[]	Song				
1327	dataset/jazz1350/You'd Be So Nice To Come Home To.xml	You'd Be So Nice To Come Home To	Cole Porter	dca3d1eb-0365-37fd-97de-6126d682fab2	['Cole Porter']	['Cole Porter']	Song	Q2601445	"original song written and composed by Cole Porter; from the 1943 film ""Something to Shout About"""	mc0002410762	https://en.wikipedia.org/wiki/You%27d_Be_So_Nice_to_Come_Home_To
1328	dataset/jazz1350/You're Blasé.xml	You're Blasé	Ord Hamilton	d90e5654-6e61-3596-9db4-bc635263411d	['Ord Hamilton']	['Bruce Sievier']	Song	Q8056485	1931 song		https://en.wikipedia.org/wiki/You%27re_Blas%C3%A9
1329	dataset/jazz1350/You're Everything.xml	You're Everything	Chick Corea	56fa5708-5c9d-3b61-ad73-28224ccca027	['Chick Corea']	['Neville Potter']	Song				
1330	dataset/jazz1350/You're Laughing At Me.xml	You're Laughing At Me	Irving Berlin	b4ae2ede-6331-4da3-a30a-54cd59fc9406	['Irving Berlin']	['Irving Berlin']	Song	Q8056522	song performed by Ella Fitzgerald		https://en.wikipedia.org/wiki/You%27re_Laughing_at_Me
1331	dataset/jazz1350/You're My Everything.xml	You're My Everything	Harry Warren	492492fc-e659-3215-b775-7a6c986f0473	['Harry Warren']	['Joe Young', 'Mort Dixon']	Song				
1332	dataset/jazz1350/You're My Thrill.xml	You're My Thrill	Jay Gorney	be96baf6-42cf-3bc1-9ed9-b816d842e2b0	['Jay Gorney']	['Sidney Clare']	Song	Q8056550	song performed by Lena Horne		https://en.wikipedia.org/wiki/You%27re_My_Thrill_(song)
1333	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	You're Nobody Till Somebody Loves You	Morgan-Stock-Cavanaugh	dae6cc07-c608-3849-afec-5e48fd4d9e14	['James Cavanaugh', 'Larry Stock', 'Russ Morgan']	[]	Song	Q8056558	original song written and composed by James Cavanaugh, Russ Morgan, Larry Stock	mc0002550792	https://en.wikipedia.org/wiki/You%27re_Nobody_till_Somebody_Loves_You
1334	dataset/jazz1350/You're The Top.xml	You're The Top	Cole Porter	ddfeb8d3-ddfa-3e49-913e-32092548b277	['Cole Porter']	['Cole Porter']	Song	Q8056688	"original show tune written and composed by Cole Porter; from the 1934 musical ""Anything Goes"""	mc0002448727	https://en.wikipedia.org/wiki/You%27re_the_Top
1335	dataset/jazz1350/You've Changed.xml	You've Changed	Carl Fisher	b5772c0f-7a2f-3f0b-a517-346ca00ae327	['Carl Fischer']	['Bill Carey']	Song	Q8056697	a jazz standard from the great American song book		https://en.wikipedia.org/wiki/You%27ve_Changed
1336	dataset/jazz1350/Young And Foolish.xml	Young And Foolish	Albert Hague	9994e98d-219f-33c5-86ac-42a46b56e64a	['Albert Hague']	['Arnold Horwitt']	Song	Q8058513	song		https://en.wikipedia.org/wiki/Young_and_Foolish
1337	dataset/jazz1350/Young At Heart.xml	Young At Heart	Johnny Richards	d7f05945-3252-3c57-9e16-697aa3a5b622	['Johnny Richards']	['Carolyn Leigh']	Song	Q8058543	song composed by Johnny Richards, lyrics by Carolyn Leigh; first recorded by Frank Sinatra	mc0001984648	https://en.wikipedia.org/wiki/Young_at_Heart_(Frank_Sinatra_song)
1338	dataset/jazz1350/Zing Went The Strings Of My Heart.xml	Zing Went The Strings Of My Heart	James Hanley	de0129db-7d77-3713-a38f-36fa664c643d	['James F. Hanley']	['James F. Hanley']	Song	Q8072369	1972 song performed by The Trammps		https://en.wikipedia.org/wiki/Zing!_Went_the_Strings_of_My_Heart
1339	dataset/jazz1350/Zingaro (Retrato Em Branco E Preto).xml	Zingaro (Retrato Em Branco E Preto)	Antonio Carlos Jobim		[]	[]					
1340	dataset/jazz1350/Zoltan.xml	Zoltan	Woody Shaw	5c772c7f-a948-4b72-9c65-ba19eca936aa	['Woody Shaw']	[]					
1341	dataset/trad/'S Wonderful.xml	'S Wonderful	George Gershwin, Ira Gershwin	f583f1d2-a199-3c7b-b8bd-6a61b1d3e0cb	['George Gershwin']	['Ira Gershwin']	Song	Q2156594	"original show tune by George and Ira Gershwin; from the 1927 musical ""Funny face"""	mc0002451946	https://en.wikipedia.org/wiki/%27S_Wonderful
1342	dataset/trad/'Tain't No Sin To Take Off Your Skin.xml	'Tain't No Sin To Take Off Your Skin	Walter Donaldson, Edgar Leslie		[]	[]					
1343	dataset/trad/'Tain't What You Do (It's The Way That Cha Do It).xml	'Tain't What You Do (It's The Way That Cha Do It)	Sy Oliver, Trummy Young		[]	[]					
1344	dataset/trad/Abe My Boy.xml	Abe My Boy	L Silberman, A Grock		[]	[]					
1345	dataset/trad/Abide With Me.xml	Abide With Me	Monk, Lyte	6f1a8cfa-e460-3c7b-9eea-b30a88c676d8	['William Henry Monk']	['Henry Francis Lyte']	Song	Q2476190	Christian hymn by Scottish Anglican Henry Francis Lyte		https://en.wikipedia.org/wiki/Abide_with_Me
1346	dataset/trad/Ace In The Hole.xml	Ace In The Hole	George Mitchell, James Dempsey,	7220a0cd-dccc-4d49-bc2a-f839ad0a8dd5	['George Mitchell', 'James Dempsey']	[]	Song				
1347	dataset/trad/After The Ball Is Over.xml	After The Ball Is Over	Charles K Harris	9c8357b1-c758-4a65-a2dd-312035ce2cb5	['Charles K. Harris']	['Charles K. Harris']	Song	Q389076	song by Charles K. Harris		https://en.wikipedia.org/wiki/After_the_Ball_(song)
1348	dataset/trad/After You've Gone (Dixieland Tunes).xml	After You've Gone	Layton, Creamer	b2406af1-d25b-3b15-93ed-20feff58166e	['Turner Layton']	['Henry Creamer']	Song	Q127138	song		https://en.wikipedia.org/wiki/After_You%27ve_Gone_(song)
1349	dataset/trad/Aged And Mellow Blues.xml	Aged And Mellow Blues	Johnny Otis, Preston Love		[]	[]					
1350	dataset/trad/Ain't Misbehavin' (Dixieland Tunes).xml	Ain't Misbehavin'	Fats Waller, Harry Brooks	56457469-73b4-3564-9e42-8aeaf21256fb	['Fats Waller', 'Harry Brooks']	['Andy Razaf']	Song	Q406268	1929 song		https://en.wikipedia.org/wiki/Ain%27t_Misbehavin%27_(song)
1351	dataset/trad/Ain't She Sweet (Dixieland Tunes).xml	Ain't She Sweet	Milton Ager, Jack Yellen	f6babd02-0629-3d3b-b93b-fdfbc2c08188	['Milton Ager']	['Jack Yellen']		Q406297	1927 song by Milton Ager and Jack Yellen	mc0002415634	https://en.wikipedia.org/wiki/Ain%27t_She_Sweet
1352	dataset/trad/Ain't That A Grand And Glorious Feeling.xml	Ain't That A Grand And Glorious Feeling	Milton Ager, Jack Yellen	483d3dd5-bd0e-4a23-9344-2b9a0b101897	['Milton Ager']	['Jack Yellen']	Song				
1353	dataset/trad/Alabama Jubilee, The.xml	Alabama Jubilee, The	George Linus Cobb, Jack Yellen	38373fe6-dfe2-4200-8ef1-7b641b9daccd	['George L. Cobb', 'Jack Yellen']	[]	Song	Q4705279	song performed by Chet Atkins		https://en.wikipedia.org/wiki/Alabama_Jubilee_(song)
1354	dataset/trad/Alabamy Bound.xml	Alabamy Bound	De Sylva, Green, Henderson	d7c21ee3-e758-3e0a-b744-8c7e6d0061d5	['Ray Henderson']	['Bud Green', 'Buddy DeSylva']		Q4705400	song composed by Ray Henderson with lyrics by Buddy DeSylva		https://en.wikipedia.org/wiki/Alabamy_Bound
1355	dataset/trad/Alexander's Ragtime Band (Dixieland Tunes).xml	Alexander's Ragtime Band	Irving Berlin	87cff773-9735-32dc-a591-6edb14edb632	['Irving Berlin']	['Irving Berlin']	Song	Q1293813	1911 song composed by Irving Berlin		https://en.wikipedia.org/wiki/Alexander%27s_Ragtime_Band
1356	dataset/trad/Algiers Strut.xml	Algiers Strut	Kid Thomas Valentine		[]	[]					
1357	dataset/trad/Alice Blue Gown.xml	Alice Blue Gown	Tierney, McCarthy	b248d92b-2651-3a0f-ad43-6f089bc2e8b3	['Harry Tierney']	['Joseph McCarthy']	Song				
1358	dataset/trad/All Alone By The Telephone.xml	All Alone By The Telephone	Irving Berlin	250f292b-dbd2-36b5-91f4-7ae195edc00c	['Irving Berlin']	['Irving Berlin']	Song	Q4728546	"original show tune written and composed by Irving Berlin; from the 1924 Broadway show ""The Music Box Revue"""	mc0002551854	https://en.wikipedia.org/wiki/All_Alone_(Irving_Berlin_song)
1359	dataset/trad/All By Myself In The Morning.xml	All By Myself In The Morning	Irving Berlin	fc817c65-b8a3-4b59-badd-e80c8f1da09c	['Irving Berlin']	['Irving Berlin']	Song	Q4729937	original song written and composed by Irving Berlin	mc0002373535	https://en.wikipedia.org/wiki/All_by_Myself_(Irving_Berlin_song)
1360	dataset/trad/All I Do Is Dream Of You.xml	All I Do Is Dream Of You	Brown, Freed	4fa03c79-7b5e-380b-8e47-4e077c4c3867	['Nacio Herb Brown']	['Arthur Freed']	Song	Q4728836	song performed by Al Bowlly		https://en.wikipedia.org/wiki/All_I_Do_Is_Dream_of_You
1361	dataset/trad/All That I Ask Is Love.xml	All That I Ask Is Love	Herbert Ingraham, Edgar Seldon,		[]	[]					
1362	dataset/trad/All The World Is Waiting For The Sunrise.xml	All The World Is Waiting For The Sunrise	Ernest Seitz, Eugene Lockhart,	e1b163d8-c6b2-46ae-937b-32574def1f8c	['Ernest Seitz']	['Gene Lockhart']	Song	Q7776007	1919 song by Ernest Seitz and Gene Lockhart		https://en.wikipedia.org/wiki/The_World_Is_Waiting_for_the_Sunrise
1363	dataset/trad/Alligator Crawl.xml	Alligator Crawl	Razaf, Davis, Waller	7550f672-d232-34bb-a9a1-55bf09349202	['Fats Waller']	[]	Song				
1364	dataset/trad/Always (I'll Be Loving You).xml	Always (I'll Be Loving You)	Irving Berlin	f5e3ae10-1453-3cb8-b1bb-724394e7dfe7	['Irving Berlin']	['Irving Berlin']	Song	Q3444686	1925 song by Irving Berlin	mc0002403622	https://en.wikipedia.org/wiki/Always_(Irving_Berlin_song)
1365	dataset/trad/Am I Blue.xml	Am I Blue	Harry Akst, Grant Drake	aa5c0dc3-2964-38b5-a0a4-6393c1e31d53	['Harry Akst']	['Grant Clarke']	Song	Q4738922	original song composed by Harry Akst, lyrics by Grant Clarke; first recorded by Ethel Waters	mc0002468839	https://en.wikipedia.org/wiki/Am_I_Blue%3F
1366	dataset/trad/Amazing Grace.xml	Amazing Grace	Rev. John Newton 1799	a5393197-4f8e-31f3-a535-2de2ff275133	['Edwin Othello Excell', '[anonymous]', '[traditional]']	['John Newton']	Song	Q210211	Christian hymn		https://en.wikipedia.org/wiki/Amazing_Grace
1367	dataset/trad/Anchors Aweigh.xml	Anchors Aweigh	Zimmerman, Miles	8e4e6978-8c87-4521-b128-74cc594de21a	['Charles A. Zimmerman']	['Alfred Hart Miles']	Song	Q5112953	fight song of the United States Naval Academy		https://en.wikipedia.org/wiki/Anchors_Aweigh
1368	dataset/trad/Angry.xml	Angry	Cassard, Brunies, Brunies, Mecum	e77d147c-73cb-4f3a-8050-33a146abb5fb	['Henry Brunies', 'Jules Cassard', 'Merritt Brunies']	['Dudley Mecum']	Song				
1369	dataset/trad/Annivesary Waltz.xml	Annivesary Waltz	Unknown Composer		[]	[]					
1370	dataset/trad/Anytime You're Feeling Lonely.xml	Anytime You're Feeling Lonely	Herbert 'Happy' Lawson	d7c62ee1-e203-440b-bbcf-11f74d7c6a72	['Herbert Lawson']	['Herbert Lawson']	Song				
1371	dataset/trad/Apple Blossom Time.xml	Apple Blossom Time	Von Tilzer, Fleeson	c2e59605-fdcc-45f3-88d7-081e39ab450b	['Albert Von Tilzer', 'Neville Fleeson']	['Neville Fleeson']	Song	Q4544773	song		https://en.wikipedia.org/wiki/(I%27ll_Be_with_You)_In_Apple_Blossom_Time
1372	dataset/trad/April Showers.xml	April Showers	Louis Silvers, Buddy De Silva	44752b3c-fd67-497b-a881-d9fb3044d607	['Louis Silvers']	['Buddy DeSylva']	Song				
1373	dataset/trad/Are You Lonesome Tonight.xml	Are You Lonesome Tonight	Roy Turk, Lou Handman	8c00c72d-10e0-365b-a708-e0b4dccfb01f	['Lou Handman']	['Roy Turk']	Song	Q640429	original song written and composed by Lou Handman and Roy Turk; first recorded by Charles Hart	mc0002671780	https://en.wikipedia.org/wiki/Are_You_Lonesome_Tonight%3F_(song)
1374	dataset/trad/As Long As I Live (Dixieland Tunes).xml	As Long As I Live	Harold Arlen, Edgar 'Yip' Harburg	e531b5ed-23cc-4e95-bced-8137bd2f5901	['Harold Arlen']	['Ted Koehler']	Song	Q4802923	song written by Harold Arlen and Ted Koehler; performed by Lena Horne and others		https://en.wikipedia.org/wiki/As_Long_as_I_Live_(Harold_Arlen_and_Ted_Koehler_song)
1375	dataset/trad/At A Georgia Camp Meeting.xml	At A Georgia Camp Meeting	Frederick Allen (Kerry) Mills	d6ad515c-a3c9-44ee-b17e-1b2e1d340799	['Kerry Mills']	[]					
1376	dataset/trad/At Sundown.xml	At Sundown	Walter Donaldson,	fa0afc42-471f-49a8-8dfc-508373ce1e4e	['Walter Donaldson']	['Walter Donaldson']	Song				
1377	dataset/trad/At The Cross 1.xml	At The Cross	Wilson, Watts 1707	9729bcba-8046-449d-b589-b8e6e3508d06	['Isaac Watts']	[]	Song				
1378	dataset/trad/At The Jazz Band Ball.xml	At The Jazz Band Ball	Dominic James (Nick) LaRocca, Larry Shields	9e2cc06c-0f35-445f-a716-334809c9fcf7	['Larry Shields', 'Nick LaRocca']	[]	Song	Q4812529	song performed by Original Dixieland Jass Band		https://en.wikipedia.org/wiki/At_the_Jazz_Band_Ball
1379	dataset/trad/Aunt Hagar's Blues.xml	Aunt Hagar's Blues	Handy, Brymn	122835dd-14cc-3691-a1b9-7f857a4b8b55	['William Christopher Handy']	['James “Tim” Brymn']	Song				
1380	dataset/trad/Autumn Leaves (Dixieland Tunes).xml	Autumn Leaves	Kosma, Prevert, Mercer	048b4b7a-07c4-3e33-959f-268199324401	['Joseph Kosma']	['Jacques Prévert']	Song	Q79330104	"translated song; English language version of ""Les Feuilles mortes"", song lyrics adapted by Johnny Mercer"	mc0002412558	
1381	dataset/trad/Avalon 1 1.xml	Avalon	Jolson-Sylva-Rose	4f3d4772-bb07-3f7e-b4b3-af6afbba082c	['Al Jolson', 'Buddy DeSylva', 'Vincent Rose']	[]	Song	Q790091	1920 popular song written by Al Jolson, Buddy DeSylva and Vincent Rose		https://en.wikipedia.org/wiki/Avalon_(Al_Jolson_song)
1382	dataset/trad/Baby Brown.xml	Baby Brown	Alex Hill	5a6667bd-4dcd-4b2e-a8c5-e21354f1c25f	['Jeff Alexander']	[]					
1383	dataset/trad/Baby Face.xml	Baby Face	Akst, Davis	611a6043-ce3a-3e04-914a-1aa4cba83d69	['Harry Akst']	['Benny Davis']	Song	Q2401291	song composed by Harry Akst with lyrics by Benny Davis; performed by Bing Crosby and others		https://en.wikipedia.org/wiki/Baby_Face_(song)
1384	dataset/trad/Baby, Won't You Please Come Home.xml	Baby, Won't You Please Come Home	Clarence Williams, Charles Warfield	0870cb50-7f02-321e-88c7-75d4d7623f37	['Charles Warfield', 'Clarence Williams']	[]	Song	Q4838428	original song written composed by Clarence Williams and Charles Warfield; authorship disputed		https://en.wikipedia.org/wiki/Baby_Won%27t_You_Please_Come_Home
1385	dataset/trad/Back In Your Own Backyard.xml	Back In Your Own Backyard	Dave Dreyer, Billy Rose, Al Jolson	d77077dc-8d36-3cbe-ba5b-5e2806311bad	['Dave Dreyer']	['Al Jolson', 'Billy Rose']	Song				
1386	dataset/trad/Ballin' The Jack.xml	Ballin' The Jack	Chris Smith, James Henry Burris	15eee212-16af-4922-b91c-0f86cd86158b	['Chris Smith']	['Jim Burris']	Song	Q4851696	song composed by Chris Smith		https://en.wikipedia.org/wiki/Ballin%27_the_Jack
1387	dataset/trad/Barefoot Boy, The.xml	Barefoot Boy, The	Johnny S Black		[]	[]					
1388	dataset/trad/Barefoot Days.xml	Barefoot Days	Al Wilson, James A Brennan		[]	[]					
1389	dataset/trad/Basin Street Blues.xml	Basin Street Blues	Spencer Williams	fc53ad7a-6f85-38ce-8b4f-d19231b68aaa	['Spencer Williams']	['Spencer Williams']	Song	Q810176	original song written and composed by Spencer Williams	mc0002389949	https://en.wikipedia.org/wiki/Basin_Street_Blues
1390	dataset/trad/Battle Hymn Of The Republic (John Brown's Body).xml	Battle Hymn Of The Republic (John Brown's Body)	Steffe, Howe	aba44515-fd82-3adf-b1da-172d178134b7	['William Steffe']	['Julia Ward Howe']	Song	Q583210	American patriotic song written by Julia Ward Howe		https://en.wikipedia.org/wiki/Battle_Hymn_of_the_Republic
1391	dataset/trad/Beale Street Blues.xml	Beale Street Blues	W C Handy	5d914b2c-ce9b-352f-9641-5f2b63988214	['William Christopher Handy']	['William Christopher Handy']		Q812919	song		https://en.wikipedia.org/wiki/Beale_Street_Blues
1392	dataset/trad/Beautiful Dreamer.xml	Beautiful Dreamer	Stephen Collins Foster	8182154b-fd64-3f95-8f48-b4a2cf423da2	['Stephen Foster']	['Stephen Foster']	Song	Q3367083	song by Stephen Foster		https://en.wikipedia.org/wiki/Beautiful_Dreamer
1393	dataset/trad/Beautiful Ohio.xml	Beautiful Ohio	Mary Earl, Ballard McDonald	6408b7d2-aaaf-4ddb-86d3-a396fe94c14d	['Mary Earl']	['Ballard MacDonald', 'Wilbert B. McBride']	Song	Q3445383	song		https://en.wikipedia.org/wiki/Beautiful_Ohio
1394	dataset/trad/Because Of You.xml	Because Of You	Wilkinson, Hammerstein	f1310813-d41a-36e8-9297-56dc1c3820b0	['Arthur Hammerstein', 'Dudley Wilkinson']	[]		Q3637364	1940 song popularized by Tony Bennett in 1951		https://en.wikipedia.org/wiki/Because_of_You_(1940_song)
1395	dataset/trad/Beer Barrel Polka 1.xml	Beer Barrel Polka	Timm, Vejvoda, Brown	0a32b6ca-882e-3b99-8796-119ddedb090d	['Jaromír Vejvoda']	[]	Song				
1396	dataset/trad/Beg Your Pardon.xml	Beg Your Pardon	Francis Craig, Beasley Smith	59e2b364-ce52-4877-a3b1-6166902abf23	['Beasley Smith', 'Francis Craig']	[]	Song				
